Players,Price,Total pts,Selected,MD pts,Pts per €,Pts per MD,PotM pts,Goals,Assists,Balls recovered,Clean sheets,Red cards,Yellow cards,Mins played,Trans in,Trans out,img_url,Next Match,Position
C. Özkacar,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,18.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250134697.jpg?v=0.05,TUR v GEO,DEF
E. Elmalı,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,9.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250163343.jpg?v=0.05,TUR v GEO,DEF
M. Müldür,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,15.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250097238.jpg?v=0.05,TUR v GEO,DEF
K. Ayhan,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250023940.jpg?v=0.05,TUR v GEO,DEF
J. Pavlenka,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,132.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250078648.jpg?v=0.05,POR v CZE,GK
A. Ajeti,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,9.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250016842.jpg?v=0.05,ITA v ALB,DEF
V. Kristiansen,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,536.0,317.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,SVN v DEN,DEF
A. Bah,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105.0,104.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250145629.jpg?v=0.05,SVN v DEN,DEF
J. Stryger,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,11.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/1905876.jpg?v=0.05,SVN v DEN,DEF
M. Jørgensen,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,SVN v DEN,DEF
J. Vestergaard,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,56.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,SVN v DEN,DEF
V. Nelsson,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,16.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250105821.jpg?v=0.05,SVN v DEN,DEF
R. Kristensen,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,81.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250074850.jpg?v=0.05,SVN v DEN,DEF
D. Douděra,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,23.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250134691.jpg?v=0.05,POR v CZE,DEF
D. Jurásek,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,26.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250166772.jpg?v=0.05,POR v CZE,DEF
P. Cubarsi,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,115.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,ESP v CRO,DEF
J. Zelený,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,9.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250026229.jpg?v=0.05,POR v CZE,DEF
M. Guéhi,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,36.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,SRB v ENG,DEF
E. Konsa,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,29.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,SRB v ENG,DEF
E. Dier,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,81.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,SRB v ENG,DEF
F. Tomori,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,72.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,SRB v ENG,DEF
M. Kumbulla,4.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5145.0,3802.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250091932.jpg?v=0.05,ITA v ALB,DEF
B. Drągowski,4.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2823.0,1632.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250066636.jpg?v=0.05,POL v NED,GK
N. Aliji,4.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3187.0,2256.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250061470.jpg?v=0.05,ITA v ALB,DEF
M. Mittelstadt,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6591.0,858.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,GER v SCO,DEF
O. Baumann,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1461.0,1239.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,GER v SCO,GK
J. Bednarek,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2026.0,1187.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250056266.jpg?v=0.05,POL v NED,DEF
J. Cillessen,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,931.0,693.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250004462.jpg?v=0.05,POL v NED,GK
A. Bayındır,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1318.0,725.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250107375.jpg?v=0.05,TUR v GEO,GK
W. Faes,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3238.0,1270.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,BEL v SVK,DEF
I. Radu,4.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1200.0,654.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,ROU v UKR,GK
C. Biai,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,472.0,412.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,POR v CZE,GK
T. Strakosha,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1183.0,649.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250046901.jpg?v=0.05,ITA v ALB,GK
C. Manea,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,861.0,606.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,ROU v UKR,DEF
A. Hadroj,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,661.0,540.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250120705.jpg?v=0.05,ITA v ALB,DEF
P. Dawidowicz,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,359.0,290.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250070827.jpg?v=0.05,POL v NED,DEF
S. Lainer,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,328.0,242.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250003976.jpg?v=0.05,AUT v FRA,DEF
J. Bijlow,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,144.0,166.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,POL v NED,GK
M. Sels,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,747.0,441.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,BEL v SVK,GK
A. Romagnoli,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,599.0,418.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250047045.jpg?v=0.05,ITA v ALB,DEF
T. Keher,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,333.0,233.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250055663.jpg?v=0.05,GER v SCO,DEF
D. Dibusz,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,857.0,357.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250040465.jpg?v=0.05,HUN v SUI,GK
E. Berisha,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,321.0,201.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250001606.jpg?v=0.05,ITA v ALB,GK
L. Kelly,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,293.0,237.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250056855.jpg?v=0.05,GER v SCO,GK
G. Hanley,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460.0,338.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250013301.jpg?v=0.05,GER v SCO,DEF
H. Moldovan,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,541.0,274.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,ROU v UKR,GK
L. Dvali,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,351.0,279.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250047090.jpg?v=0.05,TUR v GEO,DEF
A. Rațiu,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,318.0,273.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,ROU v UKR,DEF
B. Racoviţan,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,211.0,200.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,ROU v UKR,DEF
Ł. Skorupski,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.0,172.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250040573.jpg?v=0.05,POL v NED,GK
T. Puchacz,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.0,157.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250090285.jpg?v=0.05,POL v NED,DEF
M. Karbownik,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0,98.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250109375.jpg?v=0.05,POL v NED,DEF
P. Peda,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,47.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,POL v NED,DEF
B. Salamon,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,75.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250013152.jpg?v=0.05,POL v NED,DEF
G. Gocholeishvilli,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.0,105.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250114145.jpg?v=0.05,TUR v GEO,DEF
S. Sazonov,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,68.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250135177.jpg?v=0.05,TUR v GEO,DEF
F. Veseli,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,69.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250004718.jpg?v=0.05,ITA v ALB,DEF
J. Mersinaj,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,41.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250114125.jpg?v=0.05,ITA v ALB,DEF
A. Ismajli,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,81.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250099056.jpg?v=0.05,ITA v ALB,DEF
G. Kashia,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,121.0,91.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/104733.jpg?v=0.05,TUR v GEO,DEF
R. Gumny,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,38.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250081799.jpg?v=0.05,POL v NED,DEF
I. Gelashvili,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,19.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,TUR v GEO,DEF
G. Gvelesiani,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,33.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250019308.jpg?v=0.05,TUR v GEO,DEF
P. Lienhart,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,104.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250073627.jpg?v=0.05,AUT v FRA,DEF
A. Noppert,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,175.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,POL v NED,GK
K. Scherpen,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,87.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,POL v NED,GK
J. Tabidze,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,17.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250056824.jpg?v=0.05,TUR v GEO,DEF
M. Pongračić,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,48.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,ESP v CRO,DEF
E. Jelert,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111.0,85.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250159445.jpg?v=0.05,SVN v DEN,DEF
M. Vitík,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,41.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250130786.jpg?v=0.05,POR v CZE,DEF
P. Stronati,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,21.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250059119.jpg?v=0.05,POR v CZE,DEF
I. Ivušić,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,136.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250023553.jpg?v=0.05,ESP v CRO,GK
U. Garcia,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87.0,57.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250073684.jpg?v=0.05,HUN v SUI,DEF
L. Benito,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,13.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,HUN v SUI,DEF
M. Lang,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104.0,97.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/1905346.jpg?v=0.05,HUN v SUI,DEF
N. Labrović,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,99.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250135201.jpg?v=0.05,ESP v CRO,GK
A. Bodart,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,63.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,BEL v SVK,GK
L. Dunk,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.0,142.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,SRB v ENG,DEF
M. Shevchenko,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,160.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250054395.jpg?v=0.05,ROU v UKR,GK
N. Olij,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,67.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,POL v NED,GK
F. Daniliuc,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,29.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250107024.jpg?v=0.05,AUT v FRA,DEF
J. Auer,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,28.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250122002.jpg?v=0.05,AUT v FRA,DEF
T. Kaminski,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,117.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,BEL v SVK,GK
A. Racioppi,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,64.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,HUN v SUI,GK
J. Omlin,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,89.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250072893.jpg?v=0.05,HUN v SUI,GK
J. Frick,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,86.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250011817.jpg?v=0.05,HUN v SUI,GK
Y. Mvogo,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,92.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250026983.jpg?v=0.05,HUN v SUI,GK
G. Bushchan,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,67.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,ROU v UKR,GK
D. Schnegg,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,25.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250132808.jpg?v=0.05,AUT v FRA,DEF
E. Özbir,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,85.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250022333.jpg?v=0.05,TUR v GEO,GK
M. Şengezer,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.0,63.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250092635.jpg?v=0.05,TUR v GEO,GK
T. Lawal,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,63.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250121356.jpg?v=0.05,AUT v FRA,GK
P. Pentz,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.0,76.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250064558.jpg?v=0.05,AUT v FRA,GK
N. Hedl,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,47.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250116096.jpg?v=0.05,AUT v FRA,GK
M. Carnesecchi,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.0,126.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250105612.jpg?v=0.05,ITA v ALB,GK
W. Falcone,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,87.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250066081.jpg?v=0.05,ITA v ALB,GK
D. Bachmann,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107.0,139.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250056875.jpg?v=0.05,AUT v FRA,GK
R. Tolói,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.0,115.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250112488.jpg?v=0.05,ITA v ALB,DEF
A. Cambiaso,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196.0,114.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,ITA v ALB,DEF
N. Casale,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,35.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250138626.jpg?v=0.05,ITA v ALB,DEF
F. Rønnow,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,106.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250023709.jpg?v=0.05,SVN v DEN,GK
M. Hermansen,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68.0,79.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250103902.jpg?v=0.05,SVN v DEN,GK
L. Colwill,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,124.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,SRB v ENG,DEF
W. Anton,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,47.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,GER v SCO,DEF
R. Koch,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,66.0,https://gaming.uefa.com/en/eurofantasy/static-assets/euro2024/images/default_player@2x.png?v=0.07,GER v SCO,DEF
G. Loria,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.0,89.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/103937.jpg?v=0.05,TUR v GEO,GK
J. Brabec,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,34.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250014597.jpg?v=0.05,POR v CZE,DEF
V. Jemelka,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,14.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250121922.jpg?v=0.05,POR v CZE,DEF
D. Zima,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64.0,54.0,https://img.uefa.com/imgml/TP/players/3/2024/324x324/250124916.jpg?v=0.05,POR v CZE,DEF
